Accident_ID,Accident_Date,Accident_Hour,Report_Timestamp,District,Road_Type,Weather_Condition,Surface_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Driver_Age,Driver_Gender,Alcohol_Involved,Vehicle_Speed_kmph,Helmet_Used,Seatbelt_Used,Cause_Category,Accident_Severity,Casualties_Count,Injury_Type,Emergency_Response_Time_Min,Accident_Year,Accident_Month,Day_Of_Week,Is_Weekend,Time_Block,Age_Group,High_Speed,Delayed_Response,Night_Driving,Multiple_Casualties
Ker_Acc_103266,2025-03-17,20,2025-03-17 21:14:00,Idukki,Urban Road,Clear,Wet,Night,Medium,Motorcycle,42,Male,No,65,Yes,Not Applicable,Overspeeding,Minor,2,Minor Injury,9.0,2025,March,Monday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_103267,2024-04-03,23,2024-04-04 00:37:00,Idukki,Junction,Storm,Dry,Night,High,Motorcycle,52,Female,No,53,Yes,Not Applicable,Drunk Driving,Minor,1,No Injury,19.0,2024,April,Wednesday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_100031,2025-01-15,21,2025-01-15 23:21:00,Thiruvananthapuram,Urban Road,Clear,Dry,Night,Medium,Truck,58,Male,No,47,Not Applicable,Yes,Mechanical Failure,Minor,1,Minor Injury,18.0,2025,January,Wednesday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_103269,2023-12-28,3,2023-12-28 05:20:00,Thiruvananthapuram,Rural Road,Storm,Dry,Night,Low,Auto Rickshaw,52,Female,Yes,83,Not Applicable,Not Applicable,Weather Conditions,Serious,2,Major Injury,22.0,2023,December,Thursday,False,Late Night,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_103270,2024-05-29,17,2024-05-29 19:42:00,Pathanamthitta,Highway,Fog,Dry,Dawn/Dusk,High,Car,28,Female,No,95,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,19.0,2024,May,Wednesday,False,Afternoon,Adult,Yes,No,No,Yes
Ker_Acc_103271,2025-02-11,7,2025-02-11 10:34:00,Thiruvananthapuram,Junction,Storm,Muddy,Day,Medium,Motorcycle,51,Female,No,55,Yes,Not Applicable,Overspeeding,Serious,3,Minor Injury,29.0,2025,February,Tuesday,False,Morning,Middle Age,No,Yes,No,Yes
Ker_Acc_103273,2023-01-29,3,2023-01-29 05:58:00,Palakkad,Urban Road,Clear,Dry,Night,Medium,Auto Rickshaw,55,Male,Yes,49,Not Applicable,Not Applicable,Drunk Driving,Minor,2,Minor Injury,9.0,2023,January,Sunday,True,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103274,2024-05-20,19,2024-05-20 20:58:00,Malappuram,Highway,Clear,Dry,Night,Medium,Truck,67,Male,No,107,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,15.0,2024,May,Monday,False,Evening,Senior,Yes,No,Yes,Yes
Ker_Acc_103276,2023-03-16,6,2023-03-16 08:01:00,Alappuzha,Rural Road,Clear,Wet,Day,Low,Car,36,Male,No,79,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,23.0,2023,March,Thursday,False,Morning,Adult,No,Yes,No,Yes
Ker_Acc_103277,2024-05-11,1,2024-05-11 02:18:00,Pathanamthitta,Rural Road,Rain,Wet,Night,Medium,Motorcycle,29,Female,Yes,77,No,Not Applicable,Weather Conditions,Fatal,3,Fatal Injury,27.0,2024,May,Saturday,True,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_103278,2023-01-19,7,2023-01-19 10:00:00,Malappuram,Junction,Fog,Wet,Day,Low,Car,43,Male,No,31,Not Applicable,No,Overspeeding,Minor,0,Minor Injury,5.0,2023,January,Thursday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_103279,2023-04-18,20,2023-04-18 23:25:00,Wayanad,Rural Road,Rain,Wet,Night,Medium,Motorcycle,39,Male,No,62,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,38.0,2023,April,Tuesday,False,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_100031,2025-05-20,9,2025-05-20 10:39:00,Kottayam,Highway,Clear,Wet,Day,Medium,Motorcycle,25,Female,No,77,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,12.0,2025,May,Tuesday,False,Morning,Young,No,No,No,Yes
Ker_Acc_103281,2024-03-21,19,2024-03-21 19:41:00,Kottayam,Highway,Clear,Dry,Night,High,Auto Rickshaw,18,Male,No,109,Not Applicable,Not Applicable,Weather Conditions,Serious,3,Major Injury,14.0,2024,March,Thursday,False,Evening,Young,Yes,No,Yes,Yes
Ker_Acc_103283,2025-05-07,6,2025-05-07 06:43:00,Pathanamthitta,Rural Road,Rain,Wet,Day,Low,Bus,41,Male,No,81,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,11.0,2025,May,Wednesday,False,Morning,Middle Age,Yes,No,No,No
Ker_Acc_103284,2023-08-28,4,2023-08-28 06:17:00,Palakkad,Urban Road,Clear,Dry,Night,High,Car,41,Male,No,62,Not Applicable,Yes,Overspeeding,Minor,1,No Injury,6.0,2023,August,Monday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_103285,2023-04-25,3,2023-04-25 05:31:00,Alappuzha,Urban Road,Rain,Wet,Night,High,Car,51,Female,No,39,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,33.0,2023,April,Tuesday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103286,2024-11-26,0,2024-11-26 00:32:00,Thrissur,Urban Road,Fog,Muddy,Night,Medium,Car,69,Female,No,62,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,19.0,2024,November,Tuesday,False,Late Night,Senior,No,No,Yes,No
Ker_Acc_103287,2023-05-19,19,2023-05-19 19:50:00,Wayanad,Junction,Clear,Dry,Night,High,Auto Rickshaw,43,Female,No,69,Not Applicable,Not Applicable,Weather Conditions,Minor,0,Minor Injury,10.0,2023,May,Friday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_103289,2025-05-27,0,2025-05-27 03:15:00,Kozhikode,Rural Road,Fog,Dry,Night,Low,Auto Rickshaw,56,Male,No,93,Not Applicable,Not Applicable,Drunk Driving,Minor,2,Minor Injury,7.0,2025,May,Tuesday,False,Late Night,Middle Age,Yes,No,Yes,Yes
Ker_Acc_103291,2023-03-05,7,2023-03-05 10:02:00,Thrissur,Bridge,Clear,Dry,Dawn/Dusk,Low,Auto Rickshaw,49,Male,Yes,45,Not Applicable,Not Applicable,Weather Conditions,Minor,2,Minor Injury,5.0,2023,March,Sunday,True,Morning,Middle Age,No,No,No,Yes
Ker_Acc_103292,2024-10-28,14,2024-10-28 15:39:00,Thiruvananthapuram,Urban Road,Rain,Wet,Day,High,Car,50,Female,No,53,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,15.0,2024,October,Monday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_103293,2024-05-24,5,2024-05-24 06:15:00,Kollam,Bridge,Storm,Dry,Night,Medium,Car,64,Male,No,57,Not Applicable,Yes,Distracted Driving,Serious,1,Minor Injury,15.0,2024,May,Friday,False,Late Night,Senior,No,No,Yes,No
Ker_Acc_103294,2024-12-07,17,2024-12-07 19:03:00,Kasaragod,Urban Road,Clear,Dry,Day,Low,Car,44,Female,No,64,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,11.0,2024,December,Saturday,True,Afternoon,Middle Age,No,No,No,No
Ker_Acc_103295,2025-05-20,12,2025-05-20 12:46:00,Alappuzha,Highway,Rain,Wet,Day,High,Car,41,Female,Yes,102,Not Applicable,No,Weather Conditions,Fatal,3,Fatal Injury,39.0,2025,May,Tuesday,False,Afternoon,Middle Age,Yes,Yes,No,Yes
Ker_Acc_103296,2023-03-09,21,2023-03-10 00:18:00,Kollam,Rural Road,Rain,Dry,Day,Medium,Car,44,Female,Yes,79,Not Applicable,Yes,Weather Conditions,Fatal,2,Fatal Injury,23.0,2023,March,Thursday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103297,2023-12-27,14,2023-12-27 16:32:00,Palakkad,Highway,Clear,Dry,Day,Medium,Auto Rickshaw,58,Female,No,96,Not Applicable,Not Applicable,Overspeeding,Minor,2,No Injury,10.0,2023,December,Wednesday,False,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_103298,2023-02-27,14,2023-02-27 17:41:00,Kasaragod,Bridge,Rain,Wet,Day,Low,Motorcycle,52,Male,No,47,Yes,Not Applicable,Weather Conditions,Serious,1,Major Injury,40.0,2023,February,Monday,False,Afternoon,Middle Age,No,Yes,No,No
Ker_Acc_103299,2023-03-05,3,2023-03-05 04:21:00,Malappuram,Urban Road,Rain,Wet,Night,High,Auto Rickshaw,68,Female,No,79,Not Applicable,Not Applicable,Distracted Driving,Minor,0,Minor Injury,19.0,2023,March,Sunday,True,Late Night,Senior,No,No,Yes,No
Ker_Acc_103300,2023-03-14,18,2023-03-14 20:26:00,Ernakulam,Highway,Clear,Dry,Day,High,Car,24,Male,No,71,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,23.0,2023,March,Tuesday,False,Evening,Young,No,Yes,Yes,Yes
Ker_Acc_103302,2023-01-05,8,2023-01-05 10:19:00,Palakkad,Rural Road,Clear,Dry,Dawn/Dusk,High,Motorcycle,28,Male,No,84,No,Not Applicable,Mechanical Failure,Serious,3,Major Injury,31.0,2023,January,Thursday,False,Morning,Adult,Yes,Yes,No,Yes
Ker_Acc_103304,2024-12-26,16,2024-12-26 17:20:00,Idukki,Urban Road,Clear,Wet,Day,High,Motorcycle,30,Female,No,79,Yes,Not Applicable,Weather Conditions,Minor,1,Minor Injury,15.0,2024,December,Thursday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_103305,2024-12-17,8,2024-12-17 10:42:00,Pathanamthitta,Rural Road,Storm,Dry,Day,High,Car,30,Female,No,76,Not Applicable,Yes,Mechanical Failure,Minor,2,Minor Injury,21.0,2024,December,Tuesday,False,Morning,Adult,No,Yes,No,Yes
Ker_Acc_103306,2024-06-30,9,2024-06-30 09:56:00,Kottayam,Highway,Clear,Dry,Day,Medium,Motorcycle,32,Female,No,120,Yes,Not Applicable,Distracted Driving,Serious,3,Minor Injury,34.0,2024,June,Sunday,True,Morning,Adult,Yes,Yes,No,Yes
Ker_Acc_103307,2024-12-28,7,2024-12-28 08:02:00,Malappuram,Rural Road,Rain,Muddy,Day,High,Auto Rickshaw,43,Female,No,42,Not Applicable,Not Applicable,Drunk Driving,Minor,1,Minor Injury,9.0,2024,December,Saturday,True,Morning,Middle Age,No,No,No,No
Ker_Acc_103308,2023-12-08,7,2023-12-08 08:58:00,Alappuzha,Rural Road,Rain,Wet,Day,Medium,Truck,58,Male,No,79,Not Applicable,Yes,Mechanical Failure,Minor,0,No Injury,8.0,2023,December,Friday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_103309,2023-10-04,1,2023-10-04 02:19:00,Alappuzha,Urban Road,Clear,Dry,Night,Medium,Motorcycle,43,Female,No,45,Yes,Not Applicable,Drunk Driving,Serious,2,Minor Injury,18.0,2023,October,Wednesday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103311,2023-10-10,8,2023-10-10 10:00:00,Kottayam,Urban Road,Fog,Wet,Day,Low,Car,31,Male,No,44,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,14.0,2023,October,Tuesday,False,Morning,Adult,No,No,No,Yes
Ker_Acc_100031,2023-04-18,14,2023-04-18 15:33:00,Kollam,Highway,Clear,Dry,Day,Medium,Auto Rickshaw,39,Male,No,96,Not Applicable,Not Applicable,Overspeeding,Minor,1,Minor Injury,14.0,2023,April,Tuesday,False,Afternoon,Adult,Yes,No,No,No
Ker_Acc_103313,2025-04-12,2,2025-04-12 05:06:00,Malappuram,Rural Road,Clear,Dry,Night,Medium,Auto Rickshaw,44,Male,No,54,Not Applicable,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,12.0,2025,April,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_103314,2023-03-18,5,2023-03-18 06:12:00,Idukki,Urban Road,Clear,Dry,Night,High,Motorcycle,59,Female,No,69,Yes,Not Applicable,Mechanical Failure,Minor,1,No Injury,13.0,2023,March,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_103315,2024-08-23,19,2024-08-23 22:09:00,Malappuram,Highway,Clear,Wet,Night,Medium,Motorcycle,38,Female,No,84,Yes,Not Applicable,Drunk Driving,Serious,1,Major Injury,39.0,2024,August,Friday,False,Evening,Adult,Yes,Yes,Yes,No
Ker_Acc_103316,2025-02-22,20,2025-02-22 21:11:00,Idukki,Highway,Clear,Dry,Night,High,Car,47,Male,No,82,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,8.0,2025,February,Saturday,True,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_103317,2024-06-25,7,2024-06-25 09:10:00,Kannur,Urban Road,Clear,Muddy,Dawn/Dusk,High,Auto Rickshaw,21,Male,No,56,Not Applicable,Not Applicable,Weather Conditions,Minor,1,Minor Injury,19.0,2024,June,Tuesday,False,Morning,Young,No,No,No,No
Ker_Acc_103318,2023-11-29,23,2023-11-29 23:36:00,Kottayam,Rural Road,Clear,Dry,Night,Medium,Motorcycle,34,Male,No,83,Yes,Not Applicable,Distracted Driving,Minor,0,No Injury,14.0,2023,November,Wednesday,False,Evening,Adult,Yes,No,Yes,No
Ker_Acc_103319,2024-05-04,17,2024-05-04 20:39:00,Wayanad,Rural Road,Fog,Dry,Day,High,Auto Rickshaw,31,Male,No,108,Not Applicable,Not Applicable,Mechanical Failure,Serious,2,Major Injury,36.0,2024,May,Saturday,True,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_103320,2024-10-09,13,2024-10-09 14:53:00,Kottayam,Rural Road,Rain,Wet,Day,Medium,Car,25,Female,No,83,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,17.0,2024,October,Wednesday,False,Afternoon,Young,Yes,No,No,Yes
Ker_Acc_103321,2025-02-06,14,2025-02-06 16:22:00,Malappuram,Urban Road,Rain,Muddy,Day,Medium,Car,51,Male,No,63,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,24.0,2025,February,Thursday,False,Afternoon,Middle Age,No,Yes,No,No
Ker_Acc_103323,2023-01-03,4,2023-01-03 05:39:00,Idukki,Junction,Clear,Dry,Night,High,Auto Rickshaw,66,Male,Yes,49,Not Applicable,Not Applicable,Weather Conditions,Minor,2,Minor Injury,20.0,2023,January,Tuesday,False,Late Night,Senior,No,No,Yes,Yes
Ker_Acc_103324,2025-04-10,19,2025-04-10 21:25:00,Palakkad,Rural Road,Clear,Dry,Night,Medium,Motorcycle,58,Female,No,83,No,Not Applicable,Distracted Driving,Minor,2,No Injury,10.0,2025,April,Thursday,False,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_103326,2023-09-25,5,2023-09-25 05:22:00,Palakkad,Highway,Clear,Dry,Night,Medium,Car,35,Female,No,96,Not Applicable,No,Mechanical Failure,Minor,1,No Injury,17.0,2023,September,Monday,False,Late Night,Adult,Yes,No,Yes,No
Ker_Acc_103327,2025-05-12,15,2025-05-12 16:18:00,Alappuzha,Bridge,Clear,Dry,Day,Medium,Auto Rickshaw,63,Female,No,46,Not Applicable,Not Applicable,Overspeeding,Minor,2,Minor Injury,23.0,2025,May,Monday,False,Afternoon,Senior,No,Yes,No,Yes
Ker_Acc_103328,2024-06-15,22,2024-06-16 00:26:00,Pathanamthitta,Urban Road,Clear,Dry,Night,Medium,Motorcycle,47,Female,No,75,Yes,Not Applicable,Weather Conditions,Serious,1,Minor Injury,31.0,2024,June,Saturday,True,Evening,Middle Age,No,Yes,Yes,No
Ker_Acc_103329,2025-02-10,15,2025-02-10 18:24:00,Alappuzha,Highway,Rain,Muddy,Day,High,Motorcycle,39,Male,No,83,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,25.0,2025,February,Monday,False,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_103330,2024-03-30,13,2024-03-30 15:06:00,Ernakulam,Highway,Clear,Wet,Day,Medium,Car,41,Male,No,107,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,29.0,2024,March,Saturday,True,Afternoon,Middle Age,Yes,Yes,No,Yes
Ker_Acc_103331,2023-01-05,8,2023-01-05 09:55:00,Idukki,Rural Road,Rain,Wet,Dawn/Dusk,High,Car,65,Female,Yes,82,Not Applicable,Yes,Weather Conditions,Fatal,3,Fatal Injury,28.0,2023,January,Thursday,False,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_103333,2025-05-15,2,2025-05-15 03:39:00,Idukki,Rural Road,Clear,Dry,Night,Low,Car,26,Female,No,63,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,9.0,2025,May,Thursday,False,Late Night,Adult,No,No,Yes,No
Ker_Acc_103334,2024-06-23,0,2024-06-23 01:34:00,Kollam,Urban Road,Rain,Wet,Night,Medium,Motorcycle,21,Male,No,68,Yes,Not Applicable,Weather Conditions,Serious,3,Major Injury,35.0,2024,June,Sunday,True,Late Night,Young,No,Yes,Yes,Yes
Ker_Acc_103335,2024-02-20,11,2024-02-20 12:46:00,Idukki,Rural Road,Clear,Dry,Day,High,Motorcycle,48,Female,No,77,Yes,Not Applicable,Distracted Driving,Minor,1,Minor Injury,23.0,2024,February,Tuesday,False,Morning,Middle Age,No,Yes,No,No
Ker_Acc_103336,2024-03-03,21,2024-03-03 23:36:00,Wayanad,Rural Road,Rain,Wet,Night,Medium,Motorcycle,49,Female,No,69,Yes,Not Applicable,Weather Conditions,Serious,3,Minor Injury,18.0,2024,March,Sunday,True,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_103337,2025-02-06,4,2025-02-06 04:45:00,Wayanad,Urban Road,Fog,Dry,Night,Medium,Car,36,Male,No,54,Not Applicable,Yes,Overspeeding,Minor,0,Minor Injury,23.0,2025,February,Thursday,False,Late Night,Adult,No,Yes,Yes,No
Ker_Acc_103338,2024-11-06,15,2024-11-06 17:19:00,Kollam,Bridge,Clear,Dry,Dawn/Dusk,High,Car,55,Female,No,92,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,10.0,2024,November,Wednesday,False,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_103339,2023-06-15,6,2023-06-15 09:34:00,Idukki,Junction,Clear,Wet,Day,Low,Truck,57,Female,Yes,53,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,11.0,2023,June,Thursday,False,Morning,Middle Age,No,No,No,Yes
Ker_Acc_103340,2023-02-08,14,2023-02-08 14:20:00,Kottayam,Rural Road,Rain,Wet,Day,Medium,Auto Rickshaw,54,Female,No,83,Not Applicable,Not Applicable,Weather Conditions,Minor,2,Minor Injury,9.0,2023,February,Wednesday,False,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_103342,2024-12-23,7,2024-12-23 08:07:00,Ernakulam,Highway,Clear,Dry,Day,Low,Truck,26,Male,No,95,Not Applicable,No,Drunk Driving,Minor,1,Minor Injury,10.0,2024,December,Monday,False,Morning,Adult,Yes,No,No,No
Ker_Acc_103343,2023-12-29,4,2023-12-29 05:47:00,Palakkad,Urban Road,Clear,Dry,Night,Medium,Truck,22,Female,Yes,52,Not Applicable,Not Applicable,Drunk Driving,Minor,0,No Injury,24.0,2023,December,Friday,False,Late Night,Young,No,Yes,Yes,No
Ker_Acc_103344,2024-04-04,4,2024-04-04 05:23:00,Alappuzha,Urban Road,Clear,Dry,Night,Low,Car,30,Female,No,90,Not Applicable,Yes,Mechanical Failure,Minor,3,Major Injury,32.0,2024,April,Thursday,False,Late Night,Adult,Yes,Yes,Yes,Yes
Ker_Acc_103345,2024-12-29,19,2024-12-29 21:12:00,Kollam,Urban Road,Clear,Dry,Night,Medium,Car,33,Female,No,56,Not Applicable,No,Drunk Driving,Minor,1,No Injury,12.0,2024,December,Sunday,True,Evening,Adult,No,No,Yes,No
Ker_Acc_103346,2023-10-16,2,2023-10-16 05:24:00,Kottayam,Bridge,Clear,Dry,Night,High,Motorcycle,21,Male,No,65,Yes,Not Applicable,Overspeeding,Minor,0,No Injury,5.0,2023,October,Monday,False,Late Night,Young,No,No,Yes,No
Ker_Acc_103347,2023-08-16,15,2023-08-16 18:24:00,Kollam,Rural Road,Rain,Wet,Day,Low,Bus,20,Female,No,94,Not Applicable,Yes,Drunk Driving,Serious,2,Major Injury,39.0,2023,August,Wednesday,False,Afternoon,Young,Yes,Yes,No,Yes
Ker_Acc_103348,2024-04-13,14,2024-04-13 15:35:00,Thrissur,Urban Road,Fog,Dry,Day,Low,Bus,37,Male,No,65,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,14.0,2024,April,Saturday,True,Afternoon,Adult,No,No,No,No
Ker_Acc_103349,2023-09-14,16,2023-09-14 18:49:00,Alappuzha,Highway,Rain,Wet,Day,High,Car,40,Male,No,81,Not Applicable,No,Weather Conditions,Serious,2,Major Injury,33.0,2023,September,Thursday,False,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_103350,2024-01-26,19,2024-01-26 21:44:00,Pathanamthitta,Urban Road,Fog,Wet,Night,High,Motorcycle,52,Male,No,67,No,Not Applicable,Overspeeding,Serious,3,Major Injury,34.0,2024,January,Friday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103351,2024-10-30,2,2024-10-30 03:51:00,Alappuzha,Rural Road,Clear,Dry,Night,High,Motorcycle,51,Female,No,49,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,33.0,2024,October,Wednesday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103352,2023-05-27,12,2023-05-27 12:25:00,Thiruvananthapuram,Highway,Clear,Wet,Day,Low,Auto Rickshaw,42,Female,No,91,Not Applicable,Not Applicable,Mechanical Failure,Minor,0,Minor Injury,8.0,2023,May,Saturday,True,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_103353,2023-05-07,23,2023-05-08 01:13:00,Kozhikode,Urban Road,Clear,Dry,Night,Low,Motorcycle,28,Female,Yes,78,Yes,Not Applicable,Drunk Driving,Serious,1,Minor Injury,39.0,2023,May,Sunday,True,Evening,Adult,No,Yes,Yes,No
Ker_Acc_103354,2024-07-29,7,2024-07-29 08:57:00,Kottayam,Urban Road,Clear,Wet,Day,Medium,Motorcycle,33,Female,Yes,42,Yes,Not Applicable,Overspeeding,Serious,1,Minor Injury,28.0,2024,July,Monday,False,Morning,Adult,No,Yes,No,No
Ker_Acc_103355,2023-12-02,15,2023-12-02 16:46:00,Malappuram,Highway,Clear,Dry,Day,Medium,Car,32,Male,No,96,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,16.0,2023,December,Saturday,True,Afternoon,Adult,Yes,No,No,Yes
Ker_Acc_103356,2024-04-18,3,2024-04-18 04:50:00,Thrissur,Urban Road,Clear,Dry,Night,Medium,Motorcycle,67,Female,No,81,No,Not Applicable,Overspeeding,Serious,3,Major Injury,38.0,2024,April,Thursday,False,Late Night,Senior,Yes,Yes,Yes,Yes
Ker_Acc_103357,2024-09-09,11,2024-09-09 12:48:00,Kasaragod,Junction,Clear,Dry,Day,Medium,Car,22,Female,No,53,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,23.0,2024,September,Monday,False,Morning,Young,No,Yes,No,Yes
Ker_Acc_103358,2023-10-28,9,2023-10-28 10:36:00,Kozhikode,Highway,Rain,Wet,Dawn/Dusk,Low,Car,18,Male,Yes,111,Not Applicable,Yes,Overspeeding,Serious,3,Major Injury,12.0,2023,October,Saturday,True,Morning,Young,Yes,No,No,Yes
Ker_Acc_103360,2024-05-14,19,2024-05-14 21:16:00,Kannur,Urban Road,Rain,Muddy,Night,Medium,Car,46,Female,No,47,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,24.0,2024,May,Tuesday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103361,2024-05-16,4,2024-05-16 07:37:00,Ernakulam,Rural Road,Clear,Dry,Night,Low,Car,50,Female,No,77,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,6.0,2024,May,Thursday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103363,2023-04-11,7,2023-04-11 09:03:00,Ernakulam,Urban Road,Clear,Dry,Day,High,Motorcycle,26,Female,No,67,Yes,Not Applicable,Weather Conditions,Minor,2,Minor Injury,7.0,2023,April,Tuesday,False,Morning,Adult,No,No,No,Yes
Ker_Acc_103364,2024-05-07,10,2024-05-07 11:43:00,Idukki,Rural Road,Storm,Dry,Day,High,Truck,63,Female,No,46,Not Applicable,Yes,Mechanical Failure,Minor,2,No Injury,11.0,2024,May,Tuesday,False,Morning,Senior,No,No,No,Yes
Ker_Acc_103365,2024-12-04,16,2024-12-04 16:49:00,Thrissur,Highway,Clear,Dry,Dawn/Dusk,Low,Motorcycle,43,Female,No,104,No,Not Applicable,Weather Conditions,Minor,0,Minor Injury,21.0,2024,December,Wednesday,False,Afternoon,Middle Age,Yes,Yes,No,No
Ker_Acc_103366,2024-04-24,3,2024-04-24 05:12:00,Wayanad,Urban Road,Clear,Dry,Night,Medium,Car,44,Male,No,67,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,23.0,2024,April,Wednesday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103367,2023-09-03,13,2023-09-03 15:05:00,Malappuram,Highway,Rain,Wet,Day,High,Car,39,Female,No,84,Not Applicable,Yes,Mechanical Failure,Serious,1,Major Injury,21.0,2023,September,Sunday,True,Afternoon,Adult,Yes,Yes,No,No
Ker_Acc_103368,2023-03-15,7,2023-03-15 09:48:00,Kollam,Urban Road,Fog,Dry,Day,Medium,Motorcycle,34,Female,No,30,Yes,Not Applicable,Mechanical Failure,Minor,2,Minor Injury,19.0,2023,March,Wednesday,False,Morning,Adult,No,No,No,Yes
Ker_Acc_103369,2024-09-13,12,2024-09-13 14:40:00,Ernakulam,Highway,Storm,Muddy,Day,Medium,Car,63,Female,No,108,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,28.0,2024,September,Friday,False,Afternoon,Senior,Yes,Yes,No,Yes
Ker_Acc_103370,2025-05-09,22,2025-05-10 00:40:00,Palakkad,Highway,Clear,Dry,Night,Medium,Auto Rickshaw,48,Female,No,102,Not Applicable,Not Applicable,Drunk Driving,Minor,0,Minor Injury,21.0,2025,May,Friday,False,Evening,Middle Age,Yes,Yes,Yes,No
Ker_Acc_103371,2023-07-22,2,2023-07-22 04:29:00,Wayanad,Urban Road,Rain,Wet,Night,High,Bus,49,Female,No,41,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,13.0,2023,July,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_103372,2025-04-30,5,2025-04-30 06:44:00,Malappuram,Rural Road,Storm,Dry,Day,Medium,Truck,34,Male,No,67,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,5.0,2025,April,Wednesday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_103374,2024-04-22,21,2024-04-22 21:50:00,Malappuram,Urban Road,Clear,Dry,Night,High,Car,69,Male,No,71,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,18.0,2024,April,Monday,False,Evening,Senior,No,No,Yes,Yes
Ker_Acc_103375,2023-01-13,13,2023-01-13 14:46:00,Alappuzha,Urban Road,Clear,Dry,Day,Medium,Motorcycle,49,Female,No,42,Yes,Not Applicable,Overspeeding,Minor,2,No Injury,17.0,2023,January,Friday,False,Afternoon,Middle Age,No,No,No,Yes
